granularity,record_id,repo_url,commit,batch_ids,source_entry_ids,ghsa,cve
critical_operations,critical-operation-00127,https://github.com/openclaw/openclaw,204d9fb404838221df19cc46b30e4cf53209d038,"[""openclaw-01""]","[""entry-00245"",""entry-00246"",""entry-00247"",""entry-00248""]","[""GHSA-7FF8-XJH3-MGH6""]",[]
critical_operations,critical-operation-00134,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00158"",""entry-00163""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
critical_operations,critical-operation-00135,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00161"",""entry-00166""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
critical_operations,critical-operation-00136,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00162"",""entry-00167""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
critical_operations,critical-operation-00137,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00159"",""entry-00164""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
critical_operations,critical-operation-00138,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00160"",""entry-00165""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
critical_operations,critical-operation-00178,https://github.com/openclaw/openclaw,6aa11f30924ee08d0e6f36ede4877e44c553b984,"[""openclaw-01""]","[""entry-00329""]","[""GHSA-HFF7-CCV5-52F8"",""GHSA-QWMF-95R9-GX9X""]","[""CVE-2026-32045""]"
critical_operations,critical-operation-00179,https://github.com/openclaw/openclaw,6aa11f30924ee08d0e6f36ede4877e44c553b984,"[""openclaw-01""]","[""entry-00328"",""entry-00330"",""entry-00331""]","[""GHSA-HFF7-CCV5-52F8"",""GHSA-QWMF-95R9-GX9X""]","[""CVE-2026-32045""]"
critical_operations,critical-operation-00218,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00217""]","[""GHSA-JV6R-27WW-4GW4""]","[""CVE-2026-32027""]"
critical_operations,critical-operation-00219,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00216""]","[""GHSA-JV6R-27WW-4GW4""]","[""CVE-2026-32027""]"
critical_operations,critical-operation-00220,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00283"",""entry-00284"",""entry-00285""]","[""GHSA-GP3Q-WPQ4-5C5H""]",[]
critical_operations,critical-operation-00221,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00218""]","[""GHSA-JV6R-27WW-4GW4""]","[""CVE-2026-32027""]"
critical_operations,critical-operation-00237,https://github.com/paperclipai/paperclip,50cd76d8a3f2fc06d1a5af63840abd3d7a1bcd02,"[""mixed-03""]","[""entry-00446""]","[""GHSA-VR7G-88FQ-VHQ3""]",[]
critical_operations,critical-operation-00238,https://github.com/paperclipai/paperclip,50cd76d8a3f2fc06d1a5af63840abd3d7a1bcd02,"[""mixed-03""]","[""entry-00437""]","[""GHSA-265W-RF2W-CJH4""]",[]
critical_operations,critical-operation-00239,https://github.com/paperclipai/paperclip,a07237779bd5391a4683a754ed95249d57a49b2c,"[""mixed-03""]","[""entry-00484"",""entry-00487""]","[""GHSA-3XX2-MQJM-HG9X""]",[]
critical_operations,critical-operation-00240,https://github.com/paperclipai/paperclip,a07237779bd5391a4683a754ed95249d57a49b2c,"[""mixed-03""]","[""entry-00483"",""entry-00486""]","[""GHSA-3XX2-MQJM-HG9X""]",[]
critical_operations,critical-operation-00241,https://github.com/paperclipai/paperclip,a07237779bd5391a4683a754ed95249d57a49b2c,"[""mixed-03""]","[""entry-00485"",""entry-00488""]","[""GHSA-3XX2-MQJM-HG9X""]",[]
entries,entry-00057,https://github.com/open-webui/open-webui,9942de8011d4b5a141ac507c974c061c0cdad59a,"[""mixed-05""]","[""entry-00057""]","[""GHSA-W7XJ-8FX7-WFCH""]","[""CVE-2025-64495""]"
entries,entry-00058,https://github.com/milvus-io/milvus,2fad5b34f7d3cf44cf0436ae7f1f31fabf17b6a0,"[""mixed-04""]","[""entry-00058""]","[""GHSA-MHJQ-8C7M-3F7P""]","[""CVE-2025-64513""]"
entries,entry-00065,https://github.com/FlowiseAI/Flowise,1ae1638ed972bcc913611ae9268a972d0ae127ec,"[""mixed-02""]","[""entry-00065""]","[""GHSA-FJH6-8679-9PCH""]",[]
entries,entry-00066,https://github.com/langchain-ai/langchain,b7d1831f9d3560ed4fb45134861eef3f4544eff3,"[""mixed-04""]","[""entry-00066""]","[""GHSA-6QV9-48XG-FC7F""]","[""CVE-2025-65106""]"
entries,entry-00067,https://github.com/langchain-ai/langchain,b7d1831f9d3560ed4fb45134861eef3f4544eff3,"[""mixed-04""]","[""entry-00067""]","[""GHSA-6QV9-48XG-FC7F""]","[""CVE-2025-65106""]"
entries,entry-00068,https://github.com/langchain-ai/langchain,b7d1831f9d3560ed4fb45134861eef3f4544eff3,"[""mixed-04""]","[""entry-00068""]","[""GHSA-6QV9-48XG-FC7F""]","[""CVE-2025-65106""]"
entries,entry-00071,https://github.com/langflow-ai/langflow,908c141d972118286d682124ce53ced16a4140ea,"[""mixed-03""]","[""entry-00071""]","[""GHSA-C5CP-VX83-JHQX""]","[""CVE-2026-21445""]"
entries,entry-00072,https://github.com/langflow-ai/langflow,908c141d972118286d682124ce53ced16a4140ea,"[""mixed-03""]","[""entry-00072""]","[""GHSA-C5CP-VX83-JHQX""]","[""CVE-2026-21445""]"
entries,entry-00076,https://github.com/ollama/ollama,7325791599409de52534429897481918717a9e85,"[""mixed-05""]","[""entry-00076""]","[""GHSA-F6MR-38G8-39RG""]","[""CVE-2025-63389""]"
entries,entry-00078,https://github.com/ollama/ollama,7325791599409de52534429897481918717a9e85,"[""mixed-05""]","[""entry-00078""]","[""GHSA-F6MR-38G8-39RG""]","[""CVE-2025-63389""]"
entries,entry-00082,https://github.com/n8n-io/n8n,008cd8d08369ad188625fb5efaa6fa3707c1548e,"[""mixed-01""]","[""entry-00082""]","[""GHSA-V98V-FF95-F3CP""]","[""CVE-2025-68613""]"
entries,entry-00083,https://github.com/n8n-io/n8n,008cd8d08369ad188625fb5efaa6fa3707c1548e,"[""mixed-01""]","[""entry-00083""]","[""GHSA-V98V-FF95-F3CP""]","[""CVE-2025-68613""]"
entries,entry-00084,https://github.com/n8n-io/n8n,60670e1e40d304a4c46687a20ecaaf239e729632,"[""mixed-01""]","[""entry-00084""]","[""GHSA-58JC-RCG5-95F3""]","[""CVE-2025-61914""]"
entries,entry-00085,https://github.com/n8n-io/n8n,60670e1e40d304a4c46687a20ecaaf239e729632,"[""mixed-01""]","[""entry-00085""]","[""GHSA-58JC-RCG5-95F3""]","[""CVE-2025-61914""]"
entries,entry-00086,https://github.com/n8n-io/n8n,60670e1e40d304a4c46687a20ecaaf239e729632,"[""mixed-01""]","[""entry-00086""]","[""GHSA-58JC-RCG5-95F3""]","[""CVE-2025-61914""]"
entries,entry-00087,https://github.com/n8n-io/n8n,e45a4b1073d85d04d6455a4f18482838a7840124,"[""mixed-01""]","[""entry-00087""]","[""GHSA-V4PR-FM98-W9PG""]","[""CVE-2026-21858""]"
entries,entry-00097,https://github.com/Significant-Gravitas/AutoGPT,f0c25036082a5e53650ae7230bcfcf9309bbb5d5,"[""mixed-05""]","[""entry-00097""]","[""GHSA-R277-3XC5-C79V""]","[""CVE-2026-24780""]"
entries,entry-00098,https://github.com/Significant-Gravitas/AutoGPT,f0c25036082a5e53650ae7230bcfcf9309bbb5d5,"[""mixed-05""]","[""entry-00098""]","[""GHSA-R277-3XC5-C79V""]","[""CVE-2026-24780""]"
entries,entry-00101,https://github.com/mlflow/mlflow,ba41980d604d7fd7964b038945989a5077d1a645,"[""mixed-04""]","[""entry-00101""]","[""GHSA-4X5P-F36R-MXXR""]","[""CVE-2025-10279""]"
entries,entry-00102,https://github.com/mlflow/mlflow,ba41980d604d7fd7964b038945989a5077d1a645,"[""mixed-04""]","[""entry-00102""]","[""GHSA-4X5P-F36R-MXXR""]","[""CVE-2025-10279""]"
entries,entry-00107,https://github.com/n8n-io/n8n,4bb3552d8a0c57b65571f06bdd976bb7431e81b2,"[""mixed-01""]","[""entry-00107""]","[""GHSA-9G95-QF3F-GGRW""]","[""CVE-2026-25053""]"
entries,entry-00108,https://github.com/n8n-io/n8n,4bb3552d8a0c57b65571f06bdd976bb7431e81b2,"[""mixed-01""]","[""entry-00108""]","[""GHSA-9G95-QF3F-GGRW""]","[""CVE-2026-25053""]"
entries,entry-00109,https://github.com/n8n-io/n8n,4bb3552d8a0c57b65571f06bdd976bb7431e81b2,"[""mixed-01""]","[""entry-00109""]","[""GHSA-9G95-QF3F-GGRW""]","[""CVE-2026-25053""]"
entries,entry-00110,https://github.com/n8n-io/n8n,8a5d4d5746f55a2fbb1566508bccfa729a304b60,"[""mixed-01""]","[""entry-00110""]","[""GHSA-QPQ4-PW7F-PP8W""]","[""CVE-2026-25054""]"
entries,entry-00111,https://github.com/n8n-io/n8n,8a5d4d5746f55a2fbb1566508bccfa729a304b60,"[""mixed-01""]","[""entry-00111""]","[""GHSA-QPQ4-PW7F-PP8W""]","[""CVE-2026-25054""]"
entries,entry-00113,https://github.com/n8n-io/n8n,24af748fd3c809920afddfe58bf99c7fce6063d9,"[""mixed-01""]","[""entry-00113""]","[""GHSA-HV53-3329-VMRM""]","[""CVE-2026-25056""]"
entries,entry-00114,https://github.com/modelcontextprotocol/typescript-sdk,50d9fa3cd12e807e7963bcb9e1548786d3d5d941,"[""mixed-04""]","[""entry-00114""]","[""GHSA-345P-7CG4-V4C7""]","[""CVE-2026-25536""]"
entries,entry-00115,https://github.com/modelcontextprotocol/typescript-sdk,50d9fa3cd12e807e7963bcb9e1548786d3d5d941,"[""mixed-04""]","[""entry-00115""]","[""GHSA-345P-7CG4-V4C7""]","[""CVE-2026-25536""]"
entries,entry-00117,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00117""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
entries,entry-00118,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00118""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
entries,entry-00119,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00119""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
entries,entry-00120,https://github.com/milvus-io/milvus,5519df6efc738abadf46b23cf63b51a2145146d5,"[""mixed-04""]","[""entry-00120""]","[""GHSA-7PPG-37FH-VCR6""]","[""CVE-2026-26190""]"
entries,entry-00151,https://github.com/NVIDIA/NeMo,4d313cf5f097529420f27278b28a569e15190b1b,"[""mixed-03""]","[""entry-00151""]","[""GHSA-9379-MWVR-7WXX""]",[]
entries,entry-00154,https://github.com/NVIDIA/NeMo,4d313cf5f097529420f27278b28a569e15190b1b,"[""mixed-03""]","[""entry-00154""]","[""GHSA-9379-MWVR-7WXX""]",[]
entries,entry-00155,https://github.com/NVIDIA/NeMo,4d313cf5f097529420f27278b28a569e15190b1b,"[""mixed-03""]","[""entry-00155""]","[""GHSA-9379-MWVR-7WXX""]",[]
entries,entry-00156,https://github.com/NVIDIA/NeMo,4d313cf5f097529420f27278b28a569e15190b1b,"[""mixed-03""]","[""entry-00156""]","[""GHSA-9379-MWVR-7WXX""]",[]
entries,entry-00157,https://github.com/NVIDIA/NeMo,4d313cf5f097529420f27278b28a569e15190b1b,"[""mixed-03""]","[""entry-00157""]","[""GHSA-9379-MWVR-7WXX""]",[]
entries,entry-00158,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00158""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00159,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00159""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00160,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00160""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00161,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00161""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00162,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00162""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00163,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00163""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00164,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00164""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00165,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00165""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00166,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00166""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00167,https://github.com/openclaw/openclaw,3b56a6252bbc4dcf3d3c68a5e3cbb0e1162e58a9,"[""openclaw-01""]","[""entry-00167""]","[""GHSA-H9G4-589H-68XV""]","[""CVE-2026-28468""]"
entries,entry-00174,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00174""]","[""GHSA-JJPJ-P2WH-QF23""]","[""CVE-2026-27495""]"
entries,entry-00175,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00175""]","[""GHSA-JJPJ-P2WH-QF23""]","[""CVE-2026-27495""]"
entries,entry-00177,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00177""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
entries,entry-00178,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00178""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
entries,entry-00179,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00179""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
entries,entry-00180,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00180""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
entries,entry-00181,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00181""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
entries,entry-00182,https://github.com/n8n-io/n8n,8e81f3e31398b04fd6f8cc27cf844980cd382117,"[""mixed-01""]","[""entry-00182""]","[""GHSA-VPCF-GVG4-6QWR""]","[""CVE-2026-27577""]"
entries,entry-00189,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00189""]","[""GHSA-2P9H-RQJW-GM92""]","[""CVE-2026-27578""]"
entries,entry-00190,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00190""]","[""GHSA-2P9H-RQJW-GM92""]","[""CVE-2026-27578""]"
entries,entry-00191,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,"[""mixed-01""]","[""entry-00191""]","[""GHSA-2P9H-RQJW-GM92""]","[""CVE-2026-27578""]"
entries,entry-00216,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00216""]","[""GHSA-JV6R-27WW-4GW4""]","[""CVE-2026-32027""]"
entries,entry-00217,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00217""]","[""GHSA-JV6R-27WW-4GW4""]","[""CVE-2026-32027""]"
entries,entry-00218,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00218""]","[""GHSA-JV6R-27WW-4GW4""]","[""CVE-2026-32027""]"
entries,entry-00245,https://github.com/openclaw/openclaw,204d9fb404838221df19cc46b30e4cf53209d038,"[""openclaw-01""]","[""entry-00245""]","[""GHSA-7FF8-XJH3-MGH6""]",[]
entries,entry-00246,https://github.com/openclaw/openclaw,204d9fb404838221df19cc46b30e4cf53209d038,"[""openclaw-01""]","[""entry-00246""]","[""GHSA-7FF8-XJH3-MGH6""]",[]
entries,entry-00247,https://github.com/openclaw/openclaw,204d9fb404838221df19cc46b30e4cf53209d038,"[""openclaw-01""]","[""entry-00247""]","[""GHSA-7FF8-XJH3-MGH6""]",[]
entries,entry-00248,https://github.com/openclaw/openclaw,204d9fb404838221df19cc46b30e4cf53209d038,"[""openclaw-01""]","[""entry-00248""]","[""GHSA-7FF8-XJH3-MGH6""]",[]
entries,entry-00261,https://github.com/FlowiseAI/Flowise,55b6913c03f0dba37cc207975f0c0d0786e0f3c7,"[""mixed-02""]","[""entry-00261""]","[""GHSA-WVHQ-WP8G-C7VQ""]","[""CVE-2026-30820""]"
entries,entry-00262,https://github.com/FlowiseAI/Flowise,55b6913c03f0dba37cc207975f0c0d0786e0f3c7,"[""mixed-02""]","[""entry-00262""]","[""GHSA-J8G8-J7FC-43V6""]","[""CVE-2026-30821""]"
entries,entry-00263,https://github.com/FlowiseAI/Flowise,55b6913c03f0dba37cc207975f0c0d0786e0f3c7,"[""mixed-02""]","[""entry-00263""]","[""GHSA-J8G8-J7FC-43V6""]","[""CVE-2026-30821""]"
entries,entry-00264,https://github.com/FlowiseAI/Flowise,e135b2943362da036a6942d931b9de76094874af,"[""mixed-02""]","[""entry-00264""]","[""GHSA-5F53-522J-J454""]","[""CVE-2026-30824""]"
entries,entry-00265,https://github.com/FlowiseAI/Flowise,e135b2943362da036a6942d931b9de76094874af,"[""mixed-02""]","[""entry-00265""]","[""GHSA-5F53-522J-J454""]","[""CVE-2026-30824""]"
entries,entry-00266,https://github.com/FlowiseAI/Flowise,e135b2943362da036a6942d931b9de76094874af,"[""mixed-02""]","[""entry-00266""]","[""GHSA-5F53-522J-J454""]","[""CVE-2026-30824""]"
entries,entry-00267,https://github.com/FlowiseAI/Flowise,e135b2943362da036a6942d931b9de76094874af,"[""mixed-02""]","[""entry-00267""]","[""GHSA-5F53-522J-J454""]","[""CVE-2026-30824""]"
entries,entry-00268,https://github.com/FlowiseAI/Flowise,c045ceb872c01a583e817480de4fc1a0a4cbf57f,"[""mixed-02""]","[""entry-00268""]","[""GHSA-MQ4R-H2GH-QV7X""]","[""CVE-2026-30822""]"
entries,entry-00269,https://github.com/FlowiseAI/Flowise,af81d87063b63829459ffdad3d05008dfbd2a238,"[""mixed-02""]","[""entry-00269""]","[""GHSA-CWC3-P92J-G7QM""]","[""CVE-2026-30823""]"
entries,entry-00270,https://github.com/FlowiseAI/Flowise,af81d87063b63829459ffdad3d05008dfbd2a238,"[""mixed-02""]","[""entry-00270""]","[""GHSA-CWC3-P92J-G7QM""]","[""CVE-2026-30823""]"
entries,entry-00271,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00271""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
entries,entry-00272,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00272""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
entries,entry-00273,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00273""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
entries,entry-00274,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,"[""mixed-04""]","[""entry-00274""]","[""GHSA-CCJ6-79J6-CQ5Q""]","[""CVE-2026-30855""]"
entries,entry-00276,https://github.com/Tencent/WeKnora,a5d1233b969f66219cf183ec43349089169f1f88,"[""mixed-04""]","[""entry-00276""]","[""GHSA-H6GW-8F77-MMMP""]","[""CVE-2026-30858""]"
entries,entry-00278,https://github.com/FlowiseAI/Flowise,55b6913c03f0dba37cc207975f0c0d0786e0f3c7,"[""mixed-02""]","[""entry-00278""]","[""GHSA-FVCW-9W9R-PXC7""]","[""CVE-2026-31829""]"
entries,entry-00283,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00283""]","[""GHSA-GP3Q-WPQ4-5C5H""]",[]
entries,entry-00284,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00284""]","[""GHSA-GP3Q-WPQ4-5C5H""]",[]
entries,entry-00285,https://github.com/openclaw/openclaw,d08dafb08fee1e36ef929d6ccfdc322fdf52cee6,"[""openclaw-01""]","[""entry-00285""]","[""GHSA-GP3Q-WPQ4-5C5H""]",[]
entries,entry-00304,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00304""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
entries,entry-00305,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00305""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
entries,entry-00306,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00306""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
entries,entry-00307,https://github.com/openclaw/openclaw,12dc299cdef3759486b52033e78b550d985c3371,"[""openclaw-01""]","[""entry-00307""]","[""GHSA-WCXR-59V9-RXR8""]","[""CVE-2026-32918""]"
entries,entry-00311,https://github.com/jlowin/fastmcp,6bade1cbd973cbbbca26a84ed7c4cc58ecfda5b3,"[""mixed-05""]","[""entry-00311""]","[""GHSA-5H2M-4Q8J-PQPJ""]","[""CVE-2025-69196""]"
entries,entry-00313,https://github.com/apache/airflow,19c1a16dc8b44ba470198c300b25defc7848576f,"[""mixed-04""]","[""entry-00313""]","[""GHSA-4M3H-WP5W-5HQH""]","[""CVE-2026-26929""]"
entries,entry-00314,https://github.com/apache/airflow,dba47277f309255c7d40b1001578411d5cb29e2b,"[""mixed-04""]","[""entry-00314""]","[""GHSA-8X34-9Q3V-H7G8""]","[""CVE-2026-30911""]"
entries,entry-00315,https://github.com/apache/airflow,dba47277f309255c7d40b1001578411d5cb29e2b,"[""mixed-04""]","[""entry-00315""]","[""GHSA-8X34-9Q3V-H7G8""]","[""CVE-2026-30911""]"
entries,entry-00316,https://github.com/apache/airflow,dba47277f309255c7d40b1001578411d5cb29e2b,"[""mixed-04""]","[""entry-00316""]","[""GHSA-8X34-9Q3V-H7G8""]","[""CVE-2026-30911""]"
entries,entry-00319,https://github.com/nltk/nltk,40d0bc1d484a3458d6a63ecb5ba4957ab16ba14e,"[""mixed-05""]","[""entry-00319""]","[""GHSA-JM6W-M3J8-898G""]","[""CVE-2026-33231""]"
entries,entry-00321,https://github.com/langflow-ai/langflow,e8bbae8eeb8729abd650f07bfc55957cbdbc1636,"[""mixed-03""]","[""entry-00321""]","[""GHSA-G2J9-7RJ2-GM6C""]","[""CVE-2026-33309""]"
entries,entry-00324,https://github.com/langflow-ai/langflow,922a49acac1449bebcc50b2e4ac253e7a1235c92,"[""mixed-03""]","[""entry-00324""]","[""GHSA-7GRX-3XCX-2XV5""]","[""CVE-2026-33484""]"
entries,entry-00328,https://github.com/openclaw/openclaw,6aa11f30924ee08d0e6f36ede4877e44c553b984,"[""openclaw-01""]","[""entry-00328""]","[""GHSA-HFF7-CCV5-52F8"",""GHSA-QWMF-95R9-GX9X""]","[""CVE-2026-32045""]"
entries,entry-00329,https://github.com/openclaw/openclaw,6aa11f30924ee08d0e6f36ede4877e44c553b984,"[""openclaw-01""]","[""entry-00329""]","[""GHSA-HFF7-CCV5-52F8"",""GHSA-QWMF-95R9-GX9X""]","[""CVE-2026-32045""]"
entries,entry-00330,https://github.com/openclaw/openclaw,6aa11f30924ee08d0e6f36ede4877e44c553b984,"[""openclaw-01""]","[""entry-00330""]","[""GHSA-HFF7-CCV5-52F8"",""GHSA-QWMF-95R9-GX9X""]","[""CVE-2026-32045""]"
entries,entry-00331,https://github.com/openclaw/openclaw,6aa11f30924ee08d0e6f36ede4877e44c553b984,"[""openclaw-01""]","[""entry-00331""]","[""GHSA-HFF7-CCV5-52F8"",""GHSA-QWMF-95R9-GX9X""]","[""CVE-2026-32045""]"
entries,entry-00332,https://github.com/aquasecurity/trivy,1885610c6a34811c8296416ae69f568002ef11ec,"[""mixed-04""]","[""entry-00332""]","[""GHSA-69FQ-XP46-6X23""]","[""CVE-2026-33634""]"
entries,entry-00333,https://github.com/aquasecurity/trivy,1885610c6a34811c8296416ae69f568002ef11ec,"[""mixed-04""]","[""entry-00333""]","[""GHSA-69FQ-XP46-6X23""]","[""CVE-2026-33634""]"
entries,entry-00334,https://github.com/aquasecurity/trivy,1885610c6a34811c8296416ae69f568002ef11ec,"[""mixed-04""]","[""entry-00334""]","[""GHSA-69FQ-XP46-6X23""]","[""CVE-2026-33634""]"
entries,entry-00335,https://github.com/NVIDIA/NeMo,d282d04322a8e3c9e30d743e15b1e409b05da0fd,"[""mixed-03""]","[""entry-00335""]","[""GHSA-V7V2-M736-CF3C""]","[""CVE-2026-24159""]"
entries,entry-00336,https://github.com/NVIDIA/NeMo,d282d04322a8e3c9e30d743e15b1e409b05da0fd,"[""mixed-03""]","[""entry-00336""]","[""GHSA-V7V2-M736-CF3C""]","[""CVE-2026-24159""]"
entries,entry-00337,https://github.com/NVIDIA/NeMo,d282d04322a8e3c9e30d743e15b1e409b05da0fd,"[""mixed-03""]","[""entry-00337""]","[""GHSA-V7V2-M736-CF3C""]","[""CVE-2026-24159""]"
